geocode,publisher,activity_or_facility,row_count
E09000004,Better,"Body Conditioning, Group Exercise, Abs/Core",48
E09000004,Better,Boxfit,176
E09000004,Better,Circuit Training,212
E09000004,Better,"Core Stability, Abs/Core, Group Exercise",152
E09000004,Better,Dance Fitness,28
E09000004,Better,"Hatha Yoga, Yoga",60
E09000004,Better,HIIT,256
E09000004,Better,Indoor Cycling,128
E09000004,Better,Legs Bums And Tums,104
E09000004,Better,Pilates,100
E09000004,Exercise Anywhere,Nordic Walking,132
E09000004,Football 567,Sports Hall,168
E09000004,GLL,"Fitness Classes, Swimming",455
E09000004,GLL,"Fitness classes, Swimming",9
E09000004,GLL,"Legs, Bums & Tums, Swimming",37
E09000004,GLL,Swimming,72
E09000004,GoodGym,Running,36
E09000004,Our Parks,Bootcamp,97
E09000004,Our Parks,Group Exercise,39
E09000004,Our Parks,Multi Fitness,19
E09000004,Our Parks,Yoga,38
E09000004,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,26580
E09000004,Played,Sailing,76
E09000004,TeamUp,,15003
E09000004,TeamUp,Group Exercise,15
E09000004,TeamUp,Pole Fitness,6
E09000005,British Triathlon,Triathlon,1
E09000005,Everyone Active,,80100
E09000005,Everyone Active,Soft Play,5
E09000005,GLL,"Fitness Classes, Swimming",316
E09000005,GLL,"Gym Workout, Swimming",54
E09000005,GLL,"Legs, Bums & Tums, Swimming",7
E09000005,GLL,Swimming,45
E09000005,GLL,"Swimming, Swimming",249
E09000005,GoodGym,Running,5
E09000005,Our Parks,Abs/Core,17
E09000005,Our Parks,Bootcamp,26
E09000005,Our Parks,Tai Chi,21
E09000005,Our Parks,Yoga,31
E09000005,Playwaze,Basketball,4
E09000005,Playwaze,Boccia,4
E09000005,Playwaze,FitSteps®,4
E09000005,Playwaze,Group Exercise,4
E09000005,Playwaze,Netball,8
E09000005,Playwaze,Swimming,8
E09000005,Playwaze,Weightlifting,4
E09000006,Better,Basketball,96
E09000006,Better,Body Conditioning,24
E09000006,Better,"Body Conditioning, Group Exercise",328
E09000006,Better,Circuit Training,112
E09000006,Better,"Core Stability, Abs/Core, Group Exercise",48
E09000006,Better,"Dance Fitness, Group Exercise",24
E09000006,Better,Functional Fitness,28
E09000006,Better,Group Exercise,64
E09000006,Better,"Hatha Yoga, Yoga",144
E09000006,Better,HIIT,96
E09000006,Better,Indoor Cycling,140
E09000006,Better,Legs Bums And Tums,68
E09000006,Better,Multisports,24
E09000006,Better,Pilates,272
E09000006,Better,Pump Fx,24
E09000006,Better,Soft Play,8824
E09000006,Better,Swimming,5928
E09000006,Better,Swimming Lessons,124
E09000006,Better,Zumba®,24
E09000006,Bookwhen,Yoga,72
E09000006,British Triathlon,"Triathlon, Duathlon",1
E09000006,Exercise Anywhere,Nordic Walking,33
E09000006,GLL,Fitness Classes,8
E09000006,GLL,"Fitness Classes, Swimming",104
E09000006,GLL,"Gym Workout, Swimming",104
E09000006,GLL,"Legs, Bums & Tums, Swimming",20
E09000006,GLL,Swimming,44
E09000006,GLL,"Swimming, Swimming",234
E09000006,GoodGym,Running,3
E09000006,NXT Level Sport & Education Ltd,Sports Hall,350656
E09000006,Our Parks,Bootcamp,34
E09000006,Played,Beach Volleyball,1624
E09000006,Played,Multisports,168
E09000006,Played,Volleyball,24
E09000006,Playwaze,FitSteps®,8
E09000007,Better,Aerobics,108
E09000007,Better,Aqua Aerobics,376
E09000007,Better,"Aqua Fit (Deep Water), Aqua Aerobics",104
E09000007,Better,Badminton,36
E09000007,Better,Body Combat™,72
E09000007,Better,Body Conditioning,916
E09000007,Better,"Body Conditioning, Group Exercise",640
E09000007,Better,Boxfit,272
E09000007,Better,Circuit Training,728
E09000007,Better,"Core Stability, Abs/Core, Group Exercise",400
E09000007,Better,"Core Stability, Group Exercise",24
E09000007,Better,Dance,24
E09000007,Better,Dance Fitness,28
E09000007,Better,"Dance Fitness, Group Exercise",100
E09000007,Better,Functional Fitness,96
E09000007,Better,Group Exercise,28
E09000007,Better,"Group Exercise, Body Conditioning",24
E09000007,Better,Gym Workout,112
E09000007,Better,Gymnastics,200
E09000007,Better,"Hatha Yoga, Yoga",1472
E09000007,Better,HIIT,580
E09000007,Better,Indoor Cycling,872
E09000007,Better,Legs Bums And Tums,420
E09000007,Better,Multisports,52
E09000007,Better,Pilates,812
E09000007,Better,Pump Fx,252
E09000007,Better,Rebound,152
E09000007,Better,Soft Play,52124
E09000007,Better,Squash,48
E09000007,Better,Step Aerobics,224
E09000007,Better,Strength and Conditioning,24
E09000007,Better,Swimming,114036
E09000007,Better,Swimming Lessons,2980
E09000007,Better,Table Tennis,24
E09000007,Better,Tai Chi,180
